Sim_Losses,default_rank,EP,Year
62.35918103,4043,0.040429596,25
62.35043884,4044,0.040439596,25
62.34758734,4045,0.040449596,25
62.34494031,4046,0.040459595,25
62.33849056,4047,0.040469595,25
62.32576908,4048,0.040479595,25
62.32266755,4049,0.040489595,25
62.31639402,4050,0.040499595,25
62.30227529,4051,0.040509595,25
62.28504863,4052,0.040519595,25
62.28457187,4053,0.040529595,25
62.28103028,4054,0.040539595,25
62.27889577,4055,0.040549595,25
62.2723104,4056,0.040559594,25
62.26682507,4057,0.040569594,25
62.25652142,4058,0.040579594,25
62.24399316,4059,0.040589594,25
62.23476124,4060,0.040599594,25
62.23076152,4061,0.040609594,25
62.22590087,4062,0.040619594,25
62.1871993,4063,0.040629594,25
62.1802559,4064,0.040639594,25
62.17590487,4065,0.040649594,25
62.17133669,4066,0.040659593,25
62.17027931,4067,0.040669593,25
62.16265714,4068,0.040679593,25
62.15617391,4069,0.040689593,25
62.14835638,4070,0.040699593,25
62.14188733,4071,0.040709593,25
62.13258673,4072,0.040719593,25
62.12659392,4073,0.040729593,25
62.11950088,4074,0.040739593,25
62.117314,4075,0.040749593,25
62.08412064,4076,0.040759592,25
62.08382186,4077,0.040769592,25
62.08360238,4078,0.040779592,25
62.06722251,4079,0.040789592,25
62.06074202,4080,0.040799592,25
62.04840373,4081,0.040809592,25
37.16508688,9524,0.095239048,10
37.16276976,9525,0.095249048,10
37.15601064,9526,0.095259047,10
37.15346853,9527,0.095269047,10
37.14684915,9528,0.095279047,10
37.14520783,9529,0.095289047,10
37.14071303,9530,0.095299047,10
37.13024687,9531,0.095309047,10
37.12952046,9532,0.095319047,10
37.12661371,9533,0.095329047,10
37.10913896,9534,0.095339047,10
37.10707202,9535,0.095349047,10
37.10696165,9536,0.095359046,10
37.10562084,9537,0.095369046,10
37.10536647,9538,0.095379046,10
37.10426843,9539,0.095389046,10
37.10265139,9540,0.095399046,10
37.10092487,9541,0.095409046,10
37.09302856,9542,0.095419046,10
37.09273015,9543,0.095429046,10
37.09210979,9544,0.095439046,10
37.09180942,9545,0.095449046,10
37.0897768,9546,0.095459045,10
37.08688448,9547,0.095469045,10
37.07468765,9548,0.095479045,10
37.07418505,9549,0.095489045,10
37.07191437,9550,0.095499045,10
37.07081466,9551,0.095509045,10
37.06927667,9552,0.095519045,10
37.06326275,9553,0.095529045,10
37.06248998,9554,0.095539045,10
37.06140841,9555,0.095549045,10
37.06018082,9556,0.095559044,10
37.05744833,9557,0.095569044,10
37.05635356,9558,0.095579044,10
37.05438092,9559,0.095589044,10
37.05145483,9560,0.095599044,10
37.05079898,9561,0.095609044,10
37.05066002,9562,0.095619044,10
37.05050076,9563,0.095629044,10
37.04999326,9564,0.095639044,10
37.03932207,9565,0.095649044,10
37.03676909,9566,0.095659043,10
37.03276532,9567,0.095669043,10
37.03205588,9568,0.095679043,10
37.02660338,9569,0.095689043,10
37.02632809,9570,0.095699043,10
37.01554566,9571,0.095709043,10
37.01485458,9572,0.095719043,10
37.00862888,9573,0.095729043,10
37.00794697,9574,0.095739043,10
37.00380528,9575,0.095749043,10
37.00329421,9576,0.095759042,10
37.00276752,9577,0.095769042,10
37.00253819,9578,0.095779042,10
37.00214974,9579,0.095789042,10
36.99972411,9580,0.095799042,10
36.99909552,9581,0.095809042,10
36.99708626,9582,0.095819042,10
36.98194366,9583,0.095829042,10
36.97894312,9584,0.095839042,10
36.97729672,9585,0.095849042,10
36.97500038,9586,0.095859041,10
36.9724048,9587,0.095869041,10
36.9719802,9588,0.095879041,10
36.9702138,9589,0.095889041,10
36.96956112,9590,0.095899041,10
36.9644246,9591,0.095909041,10
36.95662911,9592,0.095919041,10
36.95618322,9593,0.095929041,10
36.95570667,9594,0.095939041,10
36.94601897,9595,0.095949041,10
36.94490495,9596,0.09595904,10
36.94340798,9597,0.09596904,10
36.93823631,9598,0.09597904,10
36.93304031,9599,0.09598904,10
36.92981139,9600,0.09599904,10
36.92911396,9601,0.09600904,10
36.92909135,9602,0.09601904,10
36.92250128,9603,0.09602904,10
36.92232826,9604,0.09603904,10
36.92183954,9605,0.09604904,10
36.92110007,9606,0.096059039,10
36.92063184,9607,0.096069039,10
36.91324136,9608,0.096079039,10
36.91028592,9609,0.096089039,10
36.90590259,9610,0.096099039,10
36.90534636,9611,0.096109039,10
36.90338073,9612,0.096119039,10
36.90224292,9613,0.096129039,10
36.90212891,9614,0.096139039,10
36.9006299,9615,0.096149039,10
36.89726494,9616,0.096159038,10
36.88648273,9617,0.096169038,10
36.884914,9618,0.096179038,10
36.87728664,9619,0.096189038,10
36.87697837,9620,0.096199038,10
36.87534535,9621,0.096209038,10
36.87435031,9622,0.096219038,10
36.87323264,9623,0.096229038,10
36.87271435,9624,0.096239038,10
36.86654642,9625,0.096249038,10
36.86572051,9626,0.096259037,10
36.86420837,9627,0.096269037,10
36.85530512,9628,0.096279037,10
36.84656808,9629,0.096289037,10
36.84628437,9630,0.096299037,10
36.84550669,9631,0.096309037,10
36.84171619,9632,0.096319037,10
36.83880713,9633,0.096329037,10
36.83678906,9634,0.096339037,10
36.83285762,9635,0.096349037,10
36.82833782,9636,0.096359036,10
36.82779364,9637,0.096369036,10
36.82089914,9638,0.096379036,10
36.81795006,9639,0.096389036,10
36.81728594,9640,0.096399036,10
36.81507464,9641,0.096409036,10
36.81482273,9642,0.096419036,10
36.81229049,9643,0.096429036,10
36.81122501,9644,0.096439036,10
36.80822941,9645,0.096449036,10
36.80661867,9646,0.096459035,10
36.80564618,9647,0.096469035,10
36.80349953,9648,0.096479035,10
36.79582181,9649,0.096489035,10
36.79529269,9650,0.096499035,10
36.7935379,9651,0.096509035,10
36.79223226,9652,0.096519035,10
36.78976535,9653,0.096529035,10
36.78967134,9654,0.096539035,10
36.78275515,9655,0.096549035,10
36.78165719,9656,0.096559034,10
36.78061963,9657,0.096569034,10
36.78054743,9658,0.096579034,10
36.77593068,9659,0.096589034,10
36.77553405,9660,0.096599034,10
36.77315098,9661,0.096609034,10
36.76860794,9662,0.096619034,10
36.76857507,9663,0.096629034,10
36.76101159,9664,0.096639034,10
36.7585044,9665,0.096649034,10
36.7525752,9666,0.096659033,10
36.75159461,9667,0.096669033,10
36.74859531,9668,0.096679033,10
36.74685752,9669,0.096689033,10
36.74672143,9670,0.096699033,10
36.74197265,9671,0.096709033,10
36.74103174,9672,0.096719033,10
36.7399297,9673,0.096729033,10
36.7370267,9674,0.096739033,10
36.73589041,9675,0.096749033,10
36.73557261,9676,0.096759032,10
36.73359049,9677,0.096769032,10
36.72903741,9678,0.096779032,10
36.72033876,9679,0.096789032,10
36.71675936,9680,0.096799032,10
36.71643178,9681,0.096809032,10
36.71596614,9682,0.096819032,10
36.7126713,9683,0.096829032,10
36.7106898,9684,0.096839032,10
36.71043523,9685,0.096849032,10
36.70974677,9686,0.096859031,10
36.70845108,9687,0.096869031,10
36.70542263,9688,0.096879031,10
36.70109844,9689,0.096889031,10
36.69545402,9690,0.096899031,10
36.69267857,9691,0.096909031,10
36.68818943,9692,0.096919031,10
36.68384718,9693,0.096929031,10
36.68029002,9694,0.096939031,10
36.67822758,9695,0.096949031,10
36.67474247,9696,0.09695903,10
36.67448592,9697,0.09696903,10
36.66866744,9698,0.09697903,10
36.66718395,9699,0.09698903,10
36.66279255,9700,0.09699903,10
36.64696401,9701,0.09700903,10
36.63933309,9702,0.09701903,10
36.63689976,9703,0.09702903,10
36.63592147,9704,0.09703903,10
36.63313693,9705,0.09704903,10
36.6267264,9706,0.097059029,10
36.62668103,9707,0.097069029,10
36.62432217,9708,0.097079029,10
36.62423518,9709,0.097089029,10
36.62181753,9710,0.097099029,10
36.62056799,9711,0.097109029,10
36.61808279,9712,0.097119029,10
36.61246019,9713,0.097129029,10
36.61043496,9714,0.097139029,10
36.60969618,9715,0.097149029,10
36.60714601,9716,0.097159028,10
36.60369007,9717,0.097169028,10
36.59756993,9718,0.097179028,10
36.5920235,9719,0.097189028,10
36.59119957,9720,0.097199028,10
36.59108488,9721,0.097209028,10
36.59002773,9722,0.097219028,10
36.5879035,9723,0.097229028,10
36.58518625,9724,0.097239028,10
36.58174823,9725,0.097249028,10
36.58141073,9726,0.097259027,10
36.58089154,9727,0.097269027,10
36.57247361,9728,0.097279027,10
36.5695544,9729,0.097289027,10
36.56899394,9730,0.097299027,10
36.56883454,9731,0.097309027,10
36.56831472,9732,0.097319027,10
36.5611151,9733,0.097329027,10
36.55505996,9734,0.097339027,10
36.54969686,9735,0.097349027,10
36.54837438,9736,0.097359026,10
36.54525872,9737,0.097369026,10
36.53962497,9738,0.097379026,10
36.53898568,9739,0.097389026,10
36.53819469,9740,0.097399026,10
36.53673272,9741,0.097409026,10
36.53355889,9742,0.097419026,10
36.53204063,9743,0.097429026,10
36.52909516,9744,0.097439026,10
36.52684408,9745,0.097449026,10
36.52162742,9746,0.097459025,10
36.51846897,9747,0.097469025,10
36.51621106,9748,0.097479025,10
36.51001215,9749,0.097489025,10
36.50928254,9750,0.097499025,10
36.50814525,9751,0.097509025,10
36.50417461,9752,0.097519025,10
36.50399868,9753,0.097529025,10
36.50180055,9754,0.097539025,10
36.49422656,9755,0.097549025,10
36.48542925,9756,0.097559024,10
36.48066614,9757,0.097569024,10
36.48036711,9758,0.097579024,10
36.47650441,9759,0.097589024,10
36.47618821,9760,0.097599024,10
36.47602534,9761,0.097609024,10
36.4754399,9762,0.097619024,10
36.47059174,9763,0.097629024,10
36.47049147,9764,0.097639024,10
36.4627639,9765,0.097649024,10
36.4604059,9766,0.097659023,10
36.45928962,9767,0.097669023,10
36.4572,9768,0.097679023,10
36.45161059,9769,0.097689023,10
36.44712386,9770,0.097699023,10
36.44703653,9771,0.097709023,10
36.44648158,9772,0.097719023,10
36.44221101,9773,0.097729023,10
36.42405972,9774,0.097739023,10
36.42347651,9775,0.097749023,10
36.42318533,9776,0.097759022,10
36.42208414,9777,0.097769022,10
36.421934,9778,0.097779022,10
36.42129012,9779,0.097789022,10
36.41366378,9780,0.097799022,10
36.40778324,9781,0.097809022,10
36.40713107,9782,0.097819022,10
36.40150298,9783,0.097829022,10
36.40031288,9784,0.097839022,10
36.39989327,9785,0.097849022,10
36.3975779,9786,0.097859021,10
36.39523702,9787,0.097869021,10
36.391734,9788,0.097879021,10
36.39140652,9789,0.097889021,10
36.38793317,9790,0.097899021,10
36.38405928,9791,0.097909021,10
36.37328701,9792,0.097919021,10
36.37071635,9793,0.097929021,10
36.36970566,9794,0.097939021,10
36.36861395,9795,0.097949021,10
36.36679866,9796,0.09795902,10
36.36663866,9797,0.09796902,10
36.36595164,9798,0.09797902,10
36.36489477,9799,0.09798902,10
36.36429807,9800,0.09799902,10
36.36422023,9801,0.09800902,10
36.36031038,9802,0.09801902,10
36.35625003,9803,0.09802902,10
36.3517579,9804,0.09803902,10
36.34771436,9805,0.09804902,10
36.34669153,9806,0.098059019,10
36.3448015,9807,0.098069019,10
36.34468288,9808,0.098079019,10
36.34236564,9809,0.098089019,10
36.34066883,9810,0.098099019,10
36.33876898,9811,0.098109019,10
36.33870677,9812,0.098119019,10
36.33153441,9813,0.098129019,10
36.3233973,9814,0.098139019,10
36.32289229,9815,0.098149019,10
36.31142839,9816,0.098159018,10
36.30632717,9817,0.098169018,10
36.29795954,9818,0.098179018,10
36.29488425,9819,0.098189018,10
36.28904697,9820,0.098199018,10
36.27954573,9821,0.098209018,10
36.27389982,9822,0.098219018,10
36.26883094,9823,0.098229018,10
36.2678252,9824,0.098239018,10
36.25963623,9825,0.098249018,10
36.2585397,9826,0.098259017,10
36.25555735,9827,0.098269017,10
36.25447604,9828,0.098279017,10
36.25442247,9829,0.098289017,10
36.25417361,9830,0.098299017,10
36.25383684,9831,0.098309017,10
36.24889561,9832,0.098319017,10
36.24763741,9833,0.098329017,10
36.24719625,9834,0.098339017,10
36.24166006,9835,0.098349017,10
36.24127817,9836,0.098359016,10
36.23608609,9837,0.098369016,10
36.2349298,9838,0.098379016,10
36.22951144,9839,0.098389016,10
36.21870656,9840,0.098399016,10
36.21254716,9841,0.098409016,10
36.21245716,9842,0.098419016,10
36.21136202,9843,0.098429016,10
36.20998611,9844,0.098439016,10
36.20690492,9845,0.098449016,10
36.20006478,9846,0.098459015,10
36.18777635,9847,0.098469015,10
36.18528057,9848,0.098479015,10
36.18078716,9849,0.098489015,10
36.17573031,9850,0.098499015,10
36.17479545,9851,0.098509015,10
36.17091006,9852,0.098519015,10
36.16885018,9853,0.098529015,10
36.1682059,9854,0.098539015,10
36.16811296,9855,0.098549015,10
36.16131414,9856,0.098559014,10
36.16097544,9857,0.098569014,10
36.16012056,9858,0.098579014,10
36.15974067,9859,0.098589014,10
36.1592522,9860,0.098599014,10
36.15714279,9861,0.098609014,10
36.15701726,9862,0.098619014,10
36.15269236,9863,0.098629014,10
36.15256696,9864,0.098639014,10
36.15248793,9865,0.098649014,10
36.14854149,9866,0.098659013,10
36.13735076,9867,0.098669013,10
36.13312472,9868,0.098679013,10
36.13166799,9869,0.098689013,10
36.13027414,9870,0.098699013,10
36.12717249,9871,0.098709013,10
36.12113948,9872,0.098719013,10
36.11931328,9873,0.098729013,10
36.09946455,9874,0.098739013,10
36.09881027,9875,0.098749013,10
36.09349612,9876,0.098759012,10
36.09121217,9877,0.098769012,10
36.0899267,9878,0.098779012,10
36.08980255,9879,0.098789012,10
36.08089123,9880,0.098799012,10
36.07703953,9881,0.098809012,10
36.06953097,9882,0.098819012,10
36.06327296,9883,0.098829012,10
36.06253481,9884,0.098839012,10
36.06200304,9885,0.098849012,10
36.06178887,9886,0.098859011,10
36.06097458,9887,0.098869011,10
36.06062483,9888,0.098879011,10
36.05792537,9889,0.098889011,10
36.05620742,9890,0.098899011,10
36.05242116,9891,0.098909011,10
36.05205688,9892,0.098919011,10
36.05121624,9893,0.098929011,10
36.05068782,9894,0.098939011,10
36.04891902,9895,0.098949011,10
36.04316556,9896,0.09895901,10
36.04180885,9897,0.09896901,10
36.04164968,9898,0.09897901,10
36.04103836,9899,0.09898901,10
36.03717879,9900,0.09899901,10
36.03635684,9901,0.09900901,10
36.0356796,9902,0.09901901,10
36.03217258,9903,0.09902901,10
36.03177542,9904,0.09903901,10
36.03100039,9905,0.09904901,10
36.02613665,9906,0.099059009,10
36.02567652,9907,0.099069009,10
36.02453278,9908,0.099079009,10
36.01927902,9909,0.099089009,10
36.01852489,9910,0.099099009,10
36.01313289,9911,0.099109009,10
36.01301762,9912,0.099119009,10
36.00916274,9913,0.099129009,10
36.00740576,9914,0.099139009,10
36.00711141,9915,0.099149009,10
36.00700551,9916,0.099159008,10
36.00492683,9917,0.099169008,10
36.00397106,9918,0.099179008,10
36.00251879,9919,0.099189008,10
35.9932098,9920,0.099199008,10
35.98829671,9921,0.099209008,10
35.98789341,9922,0.099219008,10
35.9870072,9923,0.099229008,10
35.98682908,9924,0.099239008,10
35.98639101,9925,0.099249008,10
35.98628987,9926,0.099259007,10
35.98611875,9927,0.099269007,10
35.98509985,9928,0.099279007,10
35.98196571,9929,0.099289007,10
35.9802626,9930,0.099299007,10
35.97821648,9931,0.099309007,10
35.96335275,9932,0.099319007,10
35.96278572,9933,0.099329007,10
35.95807164,9934,0.099339007,10
35.95707918,9935,0.099349007,10
35.95214533,9936,0.099359006,10
35.94945816,9937,0.099369006,10
35.94863364,9938,0.099379006,10
35.93918258,9939,0.099389006,10
35.93615257,9940,0.099399006,10
35.93571095,9941,0.099409006,10
35.93533791,9942,0.099419006,10
35.93358302,9943,0.099429006,10
35.92792235,9944,0.099439006,10
35.92763948,9945,0.099449006,10
35.92288738,9946,0.099459005,10
35.92003844,9947,0.099469005,10
35.91429207,9948,0.099479005,10
35.9125961,9949,0.099489005,10
35.91158763,9950,0.099499005,10
35.91128458,9951,0.099509005,10
35.91031359,9952,0.099519005,10
35.90873892,9953,0.099529005,10
35.90830905,9954,0.099539005,10
35.9011089,9955,0.099549005,10
35.89371157,9956,0.099559004,10
35.87977455,9957,0.099569004,10
35.87837184,9958,0.099579004,10
35.87731865,9959,0.099589004,10
35.87159323,9960,0.099599004,10
35.87027442,9961,0.099609004,10
35.86474663,9962,0.099619004,10
35.86068445,9963,0.099629004,10
35.85256608,9964,0.099639004,10
35.84964041,9965,0.099649004,10
35.84490672,9966,0.099659003,10
35.84418662,9967,0.099669003,10
35.84301084,9968,0.099679003,10
35.83975611,9969,0.099689003,10
35.8396759,9970,0.099699003,10
35.83946126,9971,0.099709003,10
35.83263835,9972,0.099719003,10
35.82834356,9973,0.099729003,10
35.82408524,9974,0.099739003,10
35.82181093,9975,0.099749003,10
35.82142361,9976,0.099759002,10
35.82112845,9977,0.099769002,10
35.8134294,9978,0.099779002,10
35.81040293,9979,0.099789002,10
35.80824614,9980,0.099799002,10
35.80682721,9981,0.099809002,10
35.80307809,9982,0.099819002,10
35.80306784,9983,0.099829002,10
35.80181968,9984,0.099839002,10
35.79969349,9985,0.099849002,10
35.79575312,9986,0.099859001,10
35.7955784,9987,0.099869001,10
35.79542707,9988,0.099879001,10
35.79487954,9989,0.099889001,10
35.78614312,9990,0.099899001,10
35.78069486,9991,0.099909001,10
35.78055516,9992,0.099919001,10
35.7623545,9993,0.099929001,10
35.7623243,9994,0.099939001,10
35.76168705,9995,0.099949001,10
35.76030658,9996,0.099959,10
35.75839198,9997,0.099969,10
35.75805392,9998,0.099979,10
35.75662804,9999,0.099989,10
35.75188053,10000,0.099999,10
35.74920452,10001,0.100009,10
35.74826352,10002,0.100019,10
35.74712776,10003,0.100029,10
35.74567304,10004,0.100039,10
35.74464909,10005,0.100049,10
35.74398735,10006,0.100058999,10
35.74368256,10007,0.100068999,10
35.73901706,10008,0.100078999,10
35.73473232,10009,0.100088999,10
35.73183518,10010,0.100098999,10
35.72286209,10011,0.100108999,10
35.7227589,10012,0.100118999,10
35.72127702,10013,0.100128999,10
35.71230761,10014,0.100138999,10
35.71185708,10015,0.100148999,10
35.71184343,10016,0.100158998,10
35.71056414,10017,0.100168998,10
35.70630575,10018,0.100178998,10
35.70561344,10019,0.100188998,10
35.70328462,10020,0.100198998,10
35.70170214,10021,0.100208998,10
35.69992729,10022,0.100218998,10
35.6954728,10023,0.100228998,10
35.68911373,10024,0.100238998,10
35.68850755,10025,0.100248998,10
35.68591839,10026,0.100258997,10
35.68547006,10027,0.100268997,10
35.68436024,10028,0.100278997,10
35.68220455,10029,0.100288997,10
35.67826062,10030,0.100298997,10
35.67825836,10031,0.100308997,10
35.67787779,10032,0.100318997,10
35.67146324,10033,0.100328997,10
35.66962303,10034,0.100338997,10
35.66928708,10035,0.100348997,10
35.66822353,10036,0.100358996,10
35.66780996,10037,0.100368996,10
35.66772308,10038,0.100378996,10
35.66726727,10039,0.100388996,10
35.66707192,10040,0.100398996,10
35.66567041,10041,0.100408996,10
35.66342994,10042,0.100418996,10
35.6621775,10043,0.100428996,10
35.66145188,10044,0.100438996,10
35.64924477,10045,0.100448996,10
35.64591503,10046,0.100458995,10
35.63836889,10047,0.100468995,10
35.62832583,10048,0.100478995,10
35.62444957,10049,0.100488995,10
35.62411051,10050,0.100498995,10
35.62408487,10051,0.100508995,10
35.62251032,10052,0.100518995,10
35.6204097,10053,0.100528995,10
35.61606784,10054,0.100538995,10
35.61493688,10055,0.100548995,10
35.61443118,10056,0.100558994,10
35.61325677,10057,0.100568994,10
35.61112636,10058,0.100578994,10
35.60647507,10059,0.100588994,10
35.60643752,10060,0.100598994,10
35.60509167,10061,0.100608994,10
35.60389954,10062,0.100618994,10
35.59565555,10063,0.100628994,10
35.5909471,10064,0.100638994,10
35.58921467,10065,0.100648994,10
35.584079,10066,0.100658993,10
35.5837839,10067,0.100668993,10
35.58208446,10068,0.100678993,10
35.5809739,10069,0.100688993,10
35.57051048,10070,0.100698993,10
35.57014374,10071,0.100708993,10
35.56908432,10072,0.100718993,10
35.56185439,10073,0.100728993,10
35.5586131,10074,0.100738993,10
35.55745652,10075,0.100748993,10
35.55538674,10076,0.100758992,10
35.55199607,10077,0.100768992,10
35.54945756,10078,0.100778992,10
35.54907459,10079,0.100788992,10
35.5466375,10080,0.100798992,10
35.54373824,10081,0.100808992,10
35.53602931,10082,0.100818992,10
35.53494249,10083,0.100828992,10
35.53338897,10084,0.100838992,10
35.53303671,10085,0.100848992,10
35.53229592,10086,0.100858991,10
35.53150318,10087,0.100868991,10
35.52929919,10088,0.100878991,10
35.52631408,10089,0.100888991,10
35.52507195,10090,0.100898991,10
35.52210784,10091,0.100908991,10
35.51728003,10092,0.100918991,10
35.51678548,10093,0.100928991,10
35.51592264,10094,0.100938991,10
35.50827278,10095,0.100948991,10
35.50677105,10096,0.10095899,10
35.50359128,10097,0.10096899,10
35.50092385,10098,0.10097899,10
35.49562571,10099,0.10098899,10
35.49504184,10100,0.10099899,10
35.48442835,10101,0.10100899,10
35.47541006,10102,0.10101899,10
35.4752454,10103,0.10102899,10
35.47389916,10104,0.10103899,10
35.47387279,10105,0.10104899,10
35.47251944,10106,0.101058989,10
35.47175836,10107,0.101068989,10
35.47065425,10108,0.101078989,10
35.47004279,10109,0.101088989,10
35.46945874,10110,0.101098989,10
35.46933674,10111,0.101108989,10
35.46416726,10112,0.101118989,10
35.45937804,10113,0.101128989,10
35.45252658,10114,0.101138989,10
35.44968033,10115,0.101148989,10
35.44079918,10116,0.101158988,10
35.43894182,10117,0.101168988,10
35.43870156,10118,0.101178988,10
35.43522583,10119,0.101188988,10
35.43516794,10120,0.101198988,10
35.43193377,10121,0.101208988,10
35.43141067,10122,0.101218988,10
35.43020302,10123,0.101228988,10
35.4230555,10124,0.101238988,10
35.42215525,10125,0.101248988,10
35.42200961,10126,0.101258987,10
35.42163463,10127,0.101268987,10
35.4209315,10128,0.101278987,10
35.42031396,10129,0.101288987,10
35.418888,10130,0.101298987,10
35.40821302,10131,0.101308987,10
35.40242455,10132,0.101318987,10
35.40165011,10133,0.101328987,10
